kepoi_name,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_disposition
K01431.01,5597.0,112.0,-112.0,4.515,0.021,-0.119,0.28,0.15,-0.15,0.931,0.136,-0.042,1.032,0.043,-0.068,287.02228,48.681938,13.46,13.976,13.379,13.239,13.159,12.226,11.888,11.814,0.897,19.1348255,1.8e-06,48.68193,1.9e-05,0.221,0.066,-0.035,0.067,-7e-05,0.00053,6e-05,0.00072,0.096,0.077,-0.013,0.069,0.097,0.077,0.236,0.075,-0.005,0.071,0.236,0.075,CANDIDATE
K01242.01,6102.0,82.0,-91.0,4.447,0.04,-0.12,-0.08,0.15,-0.15,1.016,0.153,-0.066,1.049,0.07,-0.07,292.22839,42.03537,13.75,14.074,13.68,13.611,13.588,12.734,12.525,12.473,0.009,19.4818865,3e-06,42.035378,2.2e-05,-0.22,0.12,0.029,0.081,-0.00074,0.0005,-0.00024,0.00049,0.008,0.071,-0.035,0.088,0.036,0.087,0.051,0.075,-0.124,0.086,0.134,0.085,CANDIDATE
K01246.01,5248.0,68.0,-73.0,3.523,0.117,-0.143,-0.58,0.15,-0.15,2.892,0.648,-0.471,1.017,0.197,-0.148,291.42755,41.878159,14.898,15.318,14.86,14.718,14.649,13.787,13.407,13.391,0.0,19.428495,1.4e-05,41.8786,0.00015,-0.34,0.55,1.59,0.55,-3e-05,0.00022,-0.00093,0.00022,-0.33,0.43,0.24,0.6,0.41,0.5,-0.33,0.31,0.33,0.29,0.47,0.3,CANDIDATE
K01251.01,5693.0,152.0,-169.0,4.57,0.042,-0.168,-0.24,0.3,-0.3,0.816,0.206,-0.069,0.911,0.088,-0.107,288.70087,44.70768,15.237,15.769,15.184,15.008,14.913,13.985,13.665,13.528,0.0,19.24670001,5.3e-07,44.7076512,5.3e-06,-0.921,0.02,-0.104,0.019,-3e-05,0.00079,0.0003,0.0011,0.061,0.068,-0.207,0.068,0.216,0.068,-0.074,0.07,-0.366,0.069,0.373,0.069,CANDIDATE
K01255.01,5750.0,161.0,-202.0,4.538,0.042,-0.179,-0.04,0.25,-0.3,0.882,0.23,-0.077,0.98,0.102,-0.125,291.44522,44.52869,15.913,16.456,15.843,15.68,15.569,14.618,14.199,14.221,0.0,19.42980491,4.7e-07,44.5284017,2e-06,4.731,0.018,-1.0379,0.0072,0.0082,0.0055,-0.0006,0.0076,-0.9049999999999999,0.3652,1.1776,0.42539999999999994,2.2992,0.3992,0.07,0.16,-0.06,0.13,0.1,0.15,CANDIDATE
K01315.01,6065.0,121.0,-133.0,4.251,0.125,-0.125,0.07,0.15,-0.15,1.31,0.238,-0.194,1.115,0.104,-0.083,295.29385,48.374802,13.137,13.463,13.082,12.998,12.954,12.13,11.898,11.837,0.0,19.6862731,7.8e-06,48.37475,0.00026,0.61,0.28,-0.17,0.92,-0.000115,4.2e-05,-0.00033,0.00014,0.25,0.13,12.5,1.8,12.5,1.8,0.2,0.15,0.3,1.6,0.3,1.4,CANDIDATE
K01316.02,6130.8,125.0,-143.0,4.228199999999999,0.1286,-0.1092,0.05600000000000001,0.15,-0.19,1.3682,0.23600000000000004,-0.2204,1.1478,0.11179999999999998,-0.10640000000000001,290.55237,48.126263,11.926,12.474,11.865,11.694,11.829600000000001,10.894,10.606,10.562,0.2072,19.35693766,9.431999999999997e-06,48.42321558,0.00010066,-0.16160000000000002,0.3392,-0.252,0.37300000000000005,5.8399999999999997e-05,7.02e-05,1.6800000000000002e-05,8.46e-05,0.209,0.2258,0.3034,0.32859999999999995,0.4796,0.3096,0.165,0.22940000000000005,0.33039999999999997,0.335,0.5176000000000001,0.3244,CANDIDATE
K01268.01,5798.0,78.0,-78.0,4.224,0.156,-0.104,0.14,0.15,-0.15,1.306,0.222,-0.222,1.041,0.087,-0.063,289.88962,45.005669,14.814,15.209,14.752,14.645,14.589,13.669,13.407,13.278,0.006,19.3259744,2.8e-06,45.005668,2.8e-05,-0.04,0.11,-0.01,0.1,-0.0002,0.0021,0.0017,0.0027,0.005,0.078,0.061,0.074,0.061,0.074,-0.082,0.091,0.194,0.095,0.211,0.095,CANDIDATE
K01328.01,5611.0,168.0,-168.0,4.61,0.04,-0.128,-0.5,0.3,-0.3,0.737,0.151,-0.054,0.824,0.08,-0.088,295.80585,39.17799,15.671,16.254,15.637,15.421,15.303,14.341,14.014,13.884,0.242,19.7204044,8.6e-06,39.177919,8.5e-05,0.57,0.36,-0.26,0.31,-0.0011,0.0022,0.001,0.0023,0.085,0.098,-0.1,0.13,0.13,0.14,0.136,0.098,0.05,0.11,0.144,0.099,CANDIDATE
K01331.01,4805.0,172.0,-172.0,4.633,0.027,-0.063,-0.06,0.3,-0.3,0.688,0.083,-0.045,0.769,0.058,-0.08,294.50842,39.398682,15.238,16.096,15.178,14.871,14.706,13.697,13.07,12.972,0.0,19.6338148,7.2e-06,39.398857,4.3e-05,-3.33,0.3,0.64,0.15,-0.00101,0.00023,0.00028,0.00014,9.01,0.35,-1.77,0.4,9.18,0.35,0.39,0.19,-0.27,0.14,0.47,0.17,CANDIDATE
K01445.02,6343.0,86.0,-185.0,4.411,0.036,-0.193,0.07,0.14,-0.19,1.137,0.327,-0.07,1.213,0.099,-0.149,283.9368,49.110329,12.32,12.578,12.251,12.209,12.212,11.406,11.171,11.151,0.135,18.98585768,3.3560000000000004e-05,47.750732,0.00032760000000000005,-0.534,1.228,-0.6799999999999999,1.172,9.28e-05,0.0001558,0.0001086,0.0001626,-0.364,0.5319999999999999,-0.23000000000000004,0.712,0.518,0.6620000000000001,-0.342,0.5559999999999999,-0.24000000000000005,0.6980000000000001,0.5359999999999999,0.6799999999999999,CANDIDATE
K01445.03,6091.2,115.4,-149.8,4.343999999999999,0.1,-0.1504,-0.10600000000000001,0.17800000000000002,-0.188,1.1502000000000001,0.24420000000000003,-0.15099999999999997,1.056,0.0892,-0.0978,283.9368,49.110329,12.32,12.578,12.251,12.209,12.212,11.406,11.171,11.151,0.197,18.95868612,1.03e-05,49.0050612,9.82e-05,-0.242,0.364,0.772,0.354,3.9000000000000006e-05,0.0001904,4.600000000000002e-06,0.00025760000000000003,-0.5680000000000001,0.23400000000000004,-0.8300000000000001,0.23600000000000004,1.1520000000000001,0.23800000000000004,-0.36000000000000004,0.23399999999999999,-0.21599999999999997,0.246,0.758,0.238,CANDIDATE
K01271.01,6309.0,75.0,-82.0,4.16,0.148,-0.121,0.12,0.15,-0.15,1.567,0.281,-0.281,1.294,0.091,-0.136,294.2655,44.7943,13.632,13.94,13.585,13.5,13.448,12.654,12.424,12.349,0.284,19.61770076,8.3e-07,44.794268,1.1e-05,0.056,0.032,-0.116,0.038,8e-05,0.00039,-0.00014,0.00053,0.0,0.092,0.019,0.096,0.019,0.095,0.078,0.093,-0.095,0.093,0.123,0.093,CANDIDATE
K01393.01,3764.0,75.0,-83.0,4.739,0.033,-0.033,0.14,0.15,-0.15,0.527,0.034,-0.038,0.555,0.031,-0.044,283.55554,45.614262,15.804,17.212,15.915,15.201,14.855,13.623,12.94,12.768,0.0,18.9036774,2.4e-06,45.613755,3.5e-05,-0.931,0.09,-1.82,0.12,-0.00073,0.00012,-0.0017,0.00017,1.21,0.15,3.8,1.0,3.97,0.99,-0.098,0.075,0.324,0.083,0.338,0.084,CANDIDATE
K01455.01,5982.0,189.0,-232.0,4.493,0.048,-0.18,-0.04,0.25,-0.3,0.96,0.27,-0.108,1.047,0.126,-0.139,295.4783,39.867722,15.95,16.48,15.905,15.723,15.665,14.732,14.398,14.329,0.0,19.69858722,5.1e-07,39.8675575,3.7e-06,1.377,0.021,-0.585,0.013,0.0131,0.0057,-0.004,0.0074,-7.083,0.072,-0.101,0.069,7.084,0.072,-0.099,0.076,0.124,0.068,0.159,0.071,CANDIDATE
K01397.01,3821.0,76.0,-84.0,4.764,0.048,-0.036,-0.24,0.15,-0.15,0.487,0.039,-0.047,0.503,0.036,-0.044,299.6777,45.972328,15.369,16.683,15.36,14.805,14.458,13.25,12.59,12.427,0.0,19.9784923,3e-06,45.971759,3.2e-05,-0.77,0.11,-2.06,0.11,-0.00114,0.00023,-0.00105,0.00029,0.15,0.34,0.56,0.39,0.58,0.46,0.39,0.15,0.05,0.14,0.39,0.15,CANDIDATE
K01208.01,6487.0,164.0,-215.0,4.397,0.06,-0.329,-0.22,0.22,-0.3,1.118,0.617,-0.118,1.136,0.251,-0.147,293.61877,39.022572,13.594,13.918,13.542,13.456,13.422,12.625,12.388,12.357,0.014400000000000001,19.5977254,4.5600000000000004e-05,39.129106,0.000544,2.2340000000000004,1.918,1.4000000000000001,1.9739999999999998,-0.000668,0.000438,-0.000528,0.00049,0.21999999999999997,1.1239999999999999,1.24,1.032,2.4400000000000004,1.254,-0.266,0.99,-0.47400000000000003,0.728,1.028,0.8880000000000001,CANDIDATE
K01209.01,5587.0,208.0,-168.0,4.548,0.047,-0.273,-0.4,0.34,-0.26,0.791,0.355,-0.071,0.806,0.119,-0.07,288.31436,38.693291,15.166,15.723,15.129,14.928,14.821,13.875,13.453,13.35,0.23420000000000002,19.267186,4.2999999999999995e-05,38.89429,0.000454,-1.6799999999999997,1.8199999999999998,-2.582,1.6320000000000001,0.0007719999999999999,0.0011539999999999999,0.001478,0.001074,0.2140000000000001,0.958,-1.114,1.4040000000000001,2.4299999999999997,1.414,-0.1800000000000001,1.1320000000000001,-1.254,1.5660000000000003,2.8419999999999996,1.684,CANDIDATE
K01338.02,5823.0,157.0,-174.0,4.427,0.101,-0.188,-0.24,0.3,-0.3,0.96,0.261,-0.14,0.899,0.121,-0.088,292.27612,39.550179,14.609,15.129,14.564,14.385,14.288,13.391,13.04,13.053,0.307,19.48505,2.7e-05,39.55039,0.0003,-1.0,1.1,0.8,1.1,0.00022,0.0003,-0.00019,0.00029,0.32,0.75,-0.31,0.79,0.44,0.65,0.22,0.82,-0.31,0.88,0.38,0.76,CANDIDATE
K01338.03,5823.0,157.0,-174.0,4.427,0.101,-0.188,-0.24,0.3,-0.3,0.96,0.261,-0.14,0.899,0.121,-0.088,292.27612,39.550179,14.609,15.129,14.564,14.385,14.288,13.391,13.04,13.053,0.011,19.48508,3.6e-05,39.5509,0.00041,0.3,1.5,2.6,1.5,-7e-05,0.00023,-0.00039,0.00023,-1.25,0.81,-0.6,1.3,1.4,1.1,-1.3,0.79,-0.7,1.4,1.5,1.2,CANDIDATE
K01399.01,4942.0,177.0,-177.0,4.599,0.02,-0.075,0.36,0.1,-0.3,0.779,0.078,-0.046,0.884,0.037,-0.085,295.76083,45.45739,15.92,16.787,15.845,15.549,15.36,14.339,13.869,13.736,0.0,19.7173791,5.4e-06,45.456905,8.2e-05,-0.36,0.21,-1.75,0.29,0.00012,0.00021,-0.00104,0.00029,1.27,0.34,7.49,0.31,7.6,0.33,0.3,0.21,0.01,0.18,0.3,0.21,CANDIDATE
K01225.01,3874.0,52.0,-58.0,4.715,0.03,-0.015,-0.1,0.1,-0.1,0.535,0.021,-0.026,0.541,0.024,-0.022,295.62222,42.09288,15.686,17.047,15.733,15.103,14.678,13.394,12.771,12.61,0.0,19.70814701,1.8e-07,42.0929185,2e-06,-0.0118,0.0073,0.1387,0.0073,0.0014,0.0026,0.0035,0.0035,-0.031,0.075,-0.03,0.12,0.047,0.087,0.128,0.081,0.12,0.13,0.178,0.096,CANDIDATE
K01356.01,5924.4,165.6,-193.4,4.5268,0.041600000000000005,-0.19499999999999998,-0.192,0.28,-0.31,0.8958,0.2546,-0.09020000000000002,0.9814,0.11179999999999998,-0.1214,292.1199,42.931679,15.206,15.738,15.161,14.978,14.909,13.96,13.659,13.606,0.051000000000000004,19.4659898154,1.42854e-05,42.66454211,0.00014726000000000002,0.48336000000000007,0.568214,-0.692326,0.542216,9.94e-05,0.0594862,0.0025168,0.0788808,-0.5844,0.5128,-0.12940000000000004,0.36879999999999996,0.8202,0.4748,-0.6338,0.5092,-0.06680000000000004,0.348,0.8596,0.48360000000000003,CANDIDATE
K01357.01,5209.0,183.0,-183.0,4.446,0.092,-0.138,0.56,0.05,-0.3,0.953,0.198,-0.116,0.925,0.061,-0.068,298.45953,42.187431,15.673,16.488,15.597,15.325,15.176,14.163,13.702,13.534,0.0,19.8973113,5.5e-06,42.187402,6e-05,0.4,0.22,-0.1,0.21,0.00103,0.00022,-0.00076,0.00022,-0.3,0.13,0.17,0.13,0.34,0.15,0.05,0.12,-0.06,0.13,0.08,0.13,CANDIDATE
K01420.01,4843.0,173.0,-173.0,4.562,0.054,-0.041,0.04,0.25,-0.3,0.754,0.062,-0.068,0.755,0.075,-0.062,290.1127,48.577782,15.825,16.698,15.761,15.451,15.316,14.157,13.675,13.489,0.0,19.3408553,2.3e-06,48.577582,2.3e-05,0.286,0.081,-0.711,0.081,-2e-05,0.00039,-0.00265,0.00051,-1.11,0.15,1.85,0.25,2.16,0.28,0.17,0.1,-0.08,0.19,0.19,0.15,CANDIDATE
K01421.01,5923.0,161.0,-193.0,4.445,0.056,-0.299,0.08,0.18,-0.28,1.021,0.453,-0.102,1.059,0.202,-0.129,287.65045,49.156052,15.305,15.814,15.241,15.087,15.006,14.079,13.747,13.695,0.3074,19.24413206,3.44e-05,47.72376340000001,0.0003298,-0.6619999999999999,1.266,0.17400000000000002,1.1880000000000002,0.00014399999999999998,0.00045599999999999997,-0.00017,0.00044399999999999995,-0.3287999999999999,0.5252000000000001,0.42800000000000005,0.6359999999999999,1.4464000000000001,0.6094,-0.40379999999999994,0.5174,0.30199999999999994,0.628,1.3817999999999997,0.6034,CANDIDATE
K01359.02,5986.0,179.0,-215.0,4.527,0.06,-0.192,-0.5,0.3,-0.3,0.85,0.234,-0.094,0.886,0.099,-0.099,291.02069,42.46244,15.229,15.705,15.188,15.025,14.921,14.013,13.65,13.532,0.001,19.4013771,4.8e-06,42.462419,4.7e-05,-0.12,0.19,-0.08,0.17,-0.002,0.0011,-0.0002,0.0012,0.98,0.65,-0.07,0.2,0.98,0.65,0.07,0.11,0.016,0.095,0.07,0.11,CANDIDATE
K01303.01,5490.0,82.0,-74.0,4.263,0.174,-0.116,0.14,0.15,-0.1,1.167,0.182,-0.202,0.911,0.065,-0.038,294.23007,48.204479,14.965,15.594,14.934,14.695,14.565,13.575,13.112,13.072,0.002,19.6153445,5.6e-06,48.204554,6.1e-05,0.23,0.2,0.26,0.22,-0.00016,0.00013,-0.00024,0.00014,0.1,0.2,-0.18,0.26,0.21,0.25,0.03,0.23,-0.25,0.27,0.26,0.27,CANDIDATE
K01560.01,5654.0,169.0,-169.0,4.387,0.132,-0.182,-0.1,0.3,-0.3,0.998,0.269,-0.179,0.886,0.123,-0.076,297.41965,43.876579,15.042,15.659,15.023,14.778,14.63,13.9,13.491,13.523,0.0,19.8279674,3e-06,43.876754,3.4e-05,-0.39,0.12,0.63,0.12,0.00149,0.00074,-0.00363,0.00092,-0.23,0.088,0.809,0.096,0.841,0.09,-0.222,0.08,0.581,0.099,0.622,0.09,CANDIDATE
K01499.02,5440.0,162.0,-162.0,4.438,0.144,-0.192,-0.24,0.35,-0.3,0.885,0.193,-0.129,0.782,0.116,-0.062,297.72427,43.527431,14.48,15.106,14.44,14.211,14.105,13.154,12.736,12.684,0.882,19.848275,3.8e-05,43.5274,0.00038,-0.4,1.5,-0.1,1.4,1.4e-05,6.6e-05,-1.4e-05,6.1e-05,0.17,0.76,-0.15,0.86,0.23,0.97,0.14,0.86,-0.49,0.86,0.51,0.98,CANDIDATE
K01619.01,4830.0,96.0,-96.0,4.605,0.042,-0.021,-0.34,0.15,-0.15,0.676,0.03,-0.037,0.671,0.048,-0.026,294.99023,39.346378,11.759,12.533,11.723,11.427,11.281,10.282,9.743,9.593,0.0,19.665962,1.4e-05,39.34572,0.00018,-2.24,0.57,-2.38,0.64,0.000151,6e-05,0.000132,6.7e-05,-1.2,0.49,-1.19,0.34,1.69,0.42,-1.89,0.48,-2.25,0.37,2.94,0.43,CANDIDATE
K01622.01,7732.0,214.0,-322.0,4.075,0.135,-0.165,0.07,0.15,-0.35,2.022,0.533,-0.436,1.774,0.181,-0.294,293.54889,42.888859,12.02,12.112,11.989,12.033,12.089,11.389,11.296,11.242,0.0,19.5699214,6.4e-06,42.888647,6.8e-05,-0.21,0.25,-0.77,0.25,5.9e-05,6.2e-05,0.000243,6e-05,-0.18,0.23,-0.05,0.33,0.19,0.24,-0.12,0.2,-0.04,0.34,0.13,0.21,CANDIDATE
K01731.01,4748.0,172.0,-153.0,4.526,0.071,-0.038,0.3,0.15,-0.3,0.797,0.043,-0.08,0.776,0.056,-0.051,301.4693,44.159649,15.72,16.696,15.672,15.302,15.126,14.024,13.488,13.362,0.6,20.097999,1.5e-05,44.15941,0.00019,1.75,0.57,-0.86,0.7,7e-05,0.00031,-0.00019,0.00038,-0.66,0.62,2.9,1.2,3.0,1.2,-0.58,0.94,1.3,1.0,1.4,1.0,CANDIDATE
K01733.01,5214.0,172.0,-156.0,4.673,0.059,-0.027,-1.46,0.3,-0.25,0.587,0.031,-0.034,0.591,0.046,-0.018,301.08572,44.380192,15.73,16.391,15.718,15.446,15.296,14.325,13.891,13.754,0.37379999999999997,20.072422,1.8e-05,44.38031,0.00024,1.53,0.71,0.45,0.87,-8.959999999999998e-05,0.0006354,-0.0004,0.00075,0.12,0.27,0.02,0.26,0.12,0.27,0.23,0.27,0.21,0.26,0.31,0.27,CANDIDATE
K01739.01,5945.4,142.4,-171.4,4.440799999999999,0.08280000000000001,-0.15339999999999998,-0.15599999999999997,0.24799999999999994,-0.27399999999999997,0.9878,0.28979999999999995,-0.11979999999999999,0.978,0.12879999999999997,-0.1006,291.65009,42.700779,15.129,15.613,15.078,14.922,14.837,13.909,13.548,13.479,0.1566,19.443837298,1.93028e-05,42.712257320000006,0.000202832,0.017123999999999955,0.7519120000000001,-0.39449,0.7383140000000001,0.0010552,0.0036556000000000006,0.0016175999999999999,0.005109799999999999,-0.9880000000000001,0.728,-0.484,0.466,1.89,0.6,-0.7196,0.7248,-0.7716000000000001,0.4600000000000001,1.4755999999999998,0.5919999999999999,CANDIDATE
K01630.01,5705.0,152.0,-186.0,4.556,0.034,-0.195,-0.14,0.3,-0.3,0.844,0.233,-0.078,0.936,0.094,-0.115,290.25964,45.388409,15.152,15.708,15.115,14.913,14.879,13.957,13.57,13.475,0.139,19.350628,2.1e-05,45.38861,0.00021,-0.53,0.78,0.73,0.77,0.00024,0.00022,-0.00017,0.00022,0.73,0.29,0.61,0.72,0.95,0.43,0.78,0.34,0.66,0.66,1.02,0.37,CANDIDATE
K01639.02,6273.0,153.0,-193.0,4.364,0.08,-0.325,-0.06,0.22,-0.3,1.139,0.659,-0.133,1.092,0.273,-0.114,297.90045,48.0947,13.538,13.908,13.481,13.379,13.338,12.519,12.276,12.245,0.2522,19.869860799999998,5.36e-05,47.463956,0.000568,-0.78,1.9400000000000002,0.38,2.0200000000000005,0.0001298,0.0004056,-0.00010180000000000001,0.00043759999999999996,-0.22999999999999998,0.706,-0.24400000000000005,1.6420000000000001,0.9680000000000002,1.27,-0.24799999999999994,0.7,-0.11200000000000002,1.6,0.9719999999999999,1.3299999999999998,CANDIDATE
K01764.01,4976.0,136.0,-136.0,4.577,0.071,-0.044,-0.38,0.35,-0.3,0.701,0.065,-0.072,0.677,0.089,-0.044,286.0528,50.256592,15.303,16.067,15.262,14.976,14.812,13.776,13.329,13.185,0.287,19.0701817,3.5e-06,50.256725,3.4e-05,-0.19,0.12,0.49,0.12,-0.0001,0.0015,-0.0006,0.0021,0.051,0.078,-0.052,0.076,0.073,0.081,-0.002,0.08,0.026,0.075,0.026,0.075,CANDIDATE
K01773.01,5286.0,174.0,-158.0,4.627,0.07,-0.045,-1.04,0.3,-0.3,0.636,0.054,-0.049,0.626,0.059,-0.023,296.0882,47.142891,15.678,16.328,15.662,15.4,15.235,14.239,13.769,13.719,0.102,19.7392065,1.3e-06,47.14284,1.4e-05,-0.277,0.049,-0.179,0.052,0.0003,0.0031,0.0009,0.0044,0.025,0.069,0.004,0.072,0.026,0.069,-0.043,0.07,-0.077,0.085,0.088,0.085,CANDIDATE
K01510.01,4932.0,134.0,-149.0,4.618,0.025,-0.065,0.0,0.25,-0.3,0.718,0.083,-0.048,0.808,0.047,-0.087,295.08423,50.114609,15.929,16.742,15.866,15.581,15.414,14.346,13.898,13.873,0.0,19.6722857,9.2e-06,50.11489,0.00012,0.15,0.32,0.99,0.44,-0.00018,0.00012,0.00076,0.00016,0.04,0.19,-6.02,0.74,6.02,0.74,-0.18,0.17,0.24,0.17,0.3,0.17,CANDIDATE
K01573.02,6086.0,182.0,-200.0,4.511,0.052,-0.221,-0.26,0.3,-0.3,0.921,0.288,-0.096,1.003,0.129,-0.129,296.84616,40.138611,14.373,14.813,14.32,14.185,14.1,13.231,12.931,12.911,0.035,19.7897,2.4e-05,40.13875,0.00023,-1.81,0.98,0.49,0.84,0.00022,0.00014,-0.0001,0.00012,0.0,0.31,0.33,0.31,0.33,0.31,-0.23,0.66,0.22,0.3,0.32,0.45,CANDIDATE
K01574.03,5597.0,112.0,-101.0,3.963,0.054,-0.045,-0.18,0.15,-0.15,1.699,0.147,-0.123,0.969,0.084,-0.063,297.91687,46.96513,14.6,15.131,14.547,14.372,14.292,13.389,13.033,12.981,0.354,19.861102,3.8e-05,46.96533,0.00034,-0.9,1.4,0.7,1.2,6e-05,0.00012,-8e-05,0.00011,-0.21,0.81,-1.65,0.86,1.67,0.84,-0.45,0.74,-1.79,0.87,1.85,0.85,CANDIDATE
K01647.03,5900.0,173.0,-188.0,4.363,0.114,-0.25,-0.12,0.26,-0.28,1.07,0.4,-0.153,0.964,0.15,-0.102,298.29495,48.775459,14.167,14.647,14.076,13.961,13.807,12.868,12.551,12.517,0.324,19.886364,5.1e-05,48.77564,0.00042,1.2,1.8,0.6,1.5,-4e-05,0.00016,-0.00011,0.00013,1.2,0.73,2.1,1.6,2.4,1.4,1.53,0.52,2.0,1.6,2.5,1.3,CANDIDATE
K01758.01,5610.0,177.0,-197.0,4.551,0.038,-0.142,0.0,0.25,-0.3,0.858,0.181,-0.078,0.953,0.083,-0.115,295.43436,42.166321,15.969,16.554,15.911,15.718,15.641,14.65,14.27,14.218,0.0,19.6956062,2.2e-06,42.16672,3e-05,-0.683,0.087,1.44,0.11,-0.00031,0.0002,0.00113,0.00027,1.43,0.31,-3.73,0.32,3.99,0.4,0.1,0.24,-0.1,0.2,0.14,0.28,CANDIDATE
K01576.03,5671.0,162.0,-159.0,4.36,0.118,-0.246,0.16,0.2,-0.26,1.084,0.406,-0.157,0.983,0.141,-0.088,297.79514,40.417709,14.072,14.646,13.997,13.826,13.714,12.833,12.452,12.321,0.0958,19.87111912,2.6900000000000003e-05,40.42818,0.000286,1.4300000000000002,1.116,-0.142,1.034,-0.0002016,0.0005870000000000001,-4.92e-05,0.0007186,0.21019999999999994,0.8415999999999999,-0.24380000000000002,0.5356,1.2042,0.8695999999999999,0.33679999999999993,0.8655999999999999,-0.0186,0.5096,0.9872,0.8515999999999998,CANDIDATE
K01656.01,6074.0,81.0,-90.0,4.284,0.103,-0.126,0.16,0.15,-0.15,1.292,0.224,-0.163,1.173,0.073,-0.097,293.62592,39.50631,15.03,15.525,14.992,14.818,14.724,13.872,13.547,13.565,0.958,19.575053,2.4e-05,39.50641,0.00028,-0.3,1.0,0.4,1.0,5e-05,0.00048,-7e-05,0.00048,-0.31,0.37,0.36,0.35,0.48,0.36,-0.27,0.36,0.35,0.34,0.44,0.35,CANDIDATE
K01582.01,5393.0,80.0,-64.0,4.132,0.28,-0.12,0.18,0.15,-0.1,1.37,0.218,-0.405,0.926,0.053,-0.048,290.12857,40.021832,15.402,15.957,15.343,15.164,15.071,14.067,13.651,13.639,0.0,19.3419053,5.2e-06,40.021687,5.6e-05,0.0,0.21,-0.52,0.2,0.0009,0.0014,0.0017,0.0016,0.17,0.15,-0.23,0.14,0.29,0.14,0.2,0.15,-0.3,0.15,0.35,0.15,CANDIDATE
K01660.01,5926.0,160.0,-178.0,4.532,0.042,-0.168,-0.2,0.3,-0.3,0.887,0.216,-0.077,0.978,0.109,-0.12,290.24103,39.96801,15.614,16.094,15.569,15.409,15.345,14.502,14.145,14.093,0.387,19.349398,2.4e-05,39.96779,0.00027,-0.12,0.99,-0.8,0.98,-3e-05,0.00045,0.00033,0.00045,-0.21,0.58,0.14,0.34,0.25,0.61,-0.42,0.56,0.05,0.34,0.42,0.59,CANDIDATE
K01458.01,5977.0,187.0,-229.0,4.473,0.048,-0.192,0.21,0.15,-0.3,1.022,0.278,-0.111,1.133,0.118,-0.145,296.57153,50.677849,15.703,16.193,15.615,15.493,15.434,14.63,14.193,14.18,0.0,19.7714411,2.3e-06,50.677723,4.7e-05,0.173,0.077,-0.46,0.17,-0.0019,0.00051,-0.00411,0.00098,0.021,0.08,0.114,0.076,0.116,0.076,0.094,0.08,-0.01,0.083,0.094,0.08,CANDIDATE
K01527.01,5401.0,107.0,-107.0,4.487,0.065,-0.071,0.0,0.15,-0.15,0.878,0.088,-0.066,0.863,0.058,-0.045,296.6713,43.49839,14.879,15.482,14.826,14.621,14.497,13.575,13.176,13.125,0.035,19.77809,1.1e-05,43.4985,0.00013,0.15,0.44,0.4,0.48,-0.00012,0.00051,0.00071,0.00058,0.02,0.19,-0.5,0.24,0.5,0.24,0.13,0.2,-0.2,0.22,0.24,0.22,CANDIDATE
K01587.01,5204.0,174.0,-158.0,4.55,0.052,-0.084,-0.08,0.3,-0.3,0.789,0.103,-0.075,0.808,0.085,-0.07,281.61887,46.814201,15.7,16.371,15.592,15.412,15.184,14.174,13.714,13.626,0.0,18.7745929,8.4e-06,46.814041,8e-05,0.06,0.31,-0.57,0.29,-0.0006,0.0016,0.0027,0.0018,0.09,0.12,0.02,0.18,0.09,0.1,0.09,0.11,0.17,0.17,0.19,0.13,CANDIDATE
K01665.02,6194.0,155.0,-217.0,4.415,0.053,-0.302,0.21,0.15,-0.35,1.129,0.579,-0.121,1.208,0.226,-0.19,294.17108,40.055168,14.042,14.439,13.954,13.871,13.819,12.978,12.717,12.665,0.0784,19.599845600000002,5.520000000000001e-05,40.375646,0.0006399999999999999,-0.2200000000000001,2.2800000000000002,1.6199999999999999,2.32,-1.200000000000001e-05,0.000358,-0.00029400000000000004,0.000366,-0.27999999999999997,0.9179999999999999,0.5100000000000001,0.6619999999999999,1.654,0.8380000000000001,-0.32999999999999996,0.8819999999999999,0.6359999999999999,0.688,1.748,0.8480000000000001,CANDIDATE
